accession,bp,cc,mf,pdb_status,status
O13833,1,1,1,True,True
O60543,1,0,0,True,True
O70302,1,1,1,False,False
Q9UHD4,1,1,0,True,True
O70303,1,0,0,False,False
Q96AQ7,1,1,0,False,False
P34281,1,0,0,False,False
Q9V6Q2,1,1,1,False,False
O59792,1,1,0,False,False
Q01649,1,1,1,False,False
O43734,1,0,0,False,False
P39110,1,0,0,False,False
P27895,1,1,1,False,False
Q8VQF6,1,0,1,True,True
Q8VQF5,1,0,1,False,False
Q9LQF2,1,1,1,False,False
Q69T31,1,0,1,False,False
Q67XD9,1,0,1,False,False
P39205,1,0,0,False,False
D3Z3K2,1,1,1,False,False
O42923,1,1,0,False,False
Q8BWY9,1,0,0,False,False
Q09868,1,1,0,False,False
Q15642,1,1,1,True,True
P97531,1,0,0,False,False
Q9SPL2,1,1,0,False,False
Q8R0W1,1,1,0,True,True
Q8RWC9,1,1,0,False,False
O65554,1,0,0,False,False
Q9XIW0,1,0,0,False,False
Q9STV4,1,1,1,False,False
Q9MAM1,1,1,0,False,False
O22932,1,0,1,False,False
P92937,1,0,0,False,False
Q9SEZ7,1,0,0,False,False
Q9FJ54,1,0,1,False,False
Q94CG0,1,1,0,False,False
Q93VD3,1,1,1,True,True
Q9LDI3,1,1,1,True,True
Q8W1D5,1,0,0,False,False
Q86X95,1,1,1,False,False
P17315,1,1,1,True,True
O93235,1,0,1,False,False
Q9DED4,1,1,1,False,False
Q14011,1,1,1,True,True
Q9PTX2,1,0,0,False,False
P60824,1,1,1,False,False
P60825,1,0,0,False,False
P84641,1,0,0,False,False
P84642,1,0,0,False,False
P84643,1,0,0,False,False
P84644,1,0,0,False,False
P47001,1,1,0,False,False
Q9HGQ3,1,1,1,False,False
Q91WS0,1,1,0,False,False
Q8N5K1,1,1,1,True,True
Q9CQB5,1,1,0,False,False
Q62225,1,1,0,False,False
O70512,1,0,0,False,False
P00890,1,1,1,False,False
Q9LXS6,1,1,1,False,False
P08679,1,1,1,False,False
Q9SJH7,1,1,1,False,False
P43635,1,1,1,False,False
P20115,1,1,1,False,False
Q553V1,1,1,0,False,False
Q8MQU6,1,1,1,False,False
Q7ZVY5,1,0,0,False,False
O75390,1,1,1,True,True
P14165,1,1,1,False,False
Q8VHF5,1,1,0,False,False
Q10306,1,1,1,False,False
P77390,1,0,1,False,False
Q99966,1,1,1,False,False
P97769,1,1,1,False,False
Q99967,1,1,1,True,True
O35740,1,1,1,False,False
Q9I8K7,1,0,1,False,False
Q9WUL8,1,1,1,False,False
P9WPE1,1,0,1,True,True
P77231,1,0,1,False,False
Q9M7X9,1,1,1,False,False
Q9LKW0,1,0,0,False,False
P0A6G5,1,0,1,False,False
Q9H2I8,1,0,0,False,False
D2J0Y4,1,0,1,False,False
Q6UWK7,1,1,0,False,False
Q9M9H6,1,0,0,False,False
Q9JI15,1,1,1,True,True
Q9Z2N6,1,0,1,False,False
Q96SZ6,1,0,0,False,False
Q8BTW8,1,1,1,False,False
Q9JLH6,1,0,1,False,False
Q9JLH5,1,0,1,False,False
Q95SK3,1,1,0,False,False
Q96JB5,1,1,1,False,False
Q99LM2,1,0,1,False,False
Q9JLH7,1,0,1,False,False
Q22942,1,0,1,True,True
Q8WWK9,1,1,0,False,False
Q3V1H1,1,0,0,False,False
Q07065,1,1,1,False,False
P25859,1,1,0,False,False
Q2V419,1,0,0,False,False
Q8LF80,1,1,1,False,False
Q8LG64,1,0,1,False,False
P46559,1,0,1,False,False
Q22197,1,1,0,False,False
Q6K9N1,1,1,0,False,False
P40233,1,1,1,True,True
P40234,1,1,1,False,False
O74135,1,1,1,False,False
Q75J39,1,0,1,False,False
Q39050,1,1,1,False,False
Q93Z18,1,1,1,False,False
Q8LPI7,1,1,1,False,False
Q8LPJ1,1,1,1,False,False
Q9ZWB3,1,1,1,False,False
Q99LJ5,1,1,0,False,False
Q9D6G9,1,0,0,False,False
Q9ESD6,1,0,0,False,False
Q9UBR5,1,1,1,False,False
Q9JK79,1,0,0,False,False
Q9USR0,1,1,0,False,False
O23249,1,1,0,False,False
Q17868,1,1,1,False,False
Q24152,1,0,0,False,False
P61025,1,0,0,False,False
P08463,1,1,1,True,True
P20486,1,1,1,True,True
P56390,1,0,1,False,False
O22213,1,1,1,False,False
Q9FUJ3,1,1,1,False,False
Q4ADV8,1,0,1,False,False
Q9LTS3,1,1,1,False,False
Q9FUJ2,1,0,1,False,False
Q67YU0,1,1,1,False,False
Q9LY71,1,0,1,False,False
Q9FUJ1,1,0,1,True,True
D4A770,1,1,0,False,False
Q8BHN7,1,0,0,False,False
P16619,1,1,0,False,False
Q6Q473,1,1,1,False,False
Q5APR8,1,0,1,False,False
P48562,1,1,1,False,False
Q03609,1,0,0,False,False
P32756,1,1,1,False,False
Q90YJ9,1,1,1,False,False
B2ZGJ1,1,0,0,False,False
P07668,1,0,1,False,False
P28329,1,1,1,True,True
Q03059,1,1,1,False,False
P32738,1,1,1,True,True
P49300,1,0,0,False,False
Q9Y240,1,1,1,False,False
Q8NC01,1,1,1,False,False
Q9P126,1,1,1,True,True
Q9JL99,1,1,0,False,False
Q9USP6,1,1,0,False,False
P17891,1,1,1,False,False
Q6UVW9,1,0,1,True,True
Q92478,1,1,1,False,False
Q9UHP7,1,1,1,True,True
Q91V08,1,1,1,True,True
Q9D676,1,1,1,False,False
Q8C1T8,1,1,1,False,False
Q9WVF9,1,1,1,True,True
Q11085,1,1,0,False,False
O75596,1,0,1,False,False
Q9UMR7,1,1,1,True,True
Q8WTT0,1,1,0,True,True
Q8WXI8,1,1,0,True,True
Q9Z2H6,1,1,1,False,False
Q9ULY5,1,1,1,True,True
Q9R0Q8,1,0,1,False,False
P70194,1,1,1,False,False
Q8BNX1,1,1,1,False,False
Q9UJ71,1,1,1,True,True
Q9H2X3,1,1,1,True,True
Q9NY25,1,1,1,True,True
Q9R007,1,1,1,False,False
P86454,1,1,1,False,False
Q6EIG7,1,1,0,True,True
Q9JKF4,1,1,1,False,False
Q9BXN2,1,1,1,False,False
Q6QLQ4,1,1,0,True,True
Q6UXN8,1,1,0,True,True
Q8BRU4,1,1,0,True,True
A8K7I4,1,1,1,False,False
Q9UQC9,1,1,1,False,False
Q8BG22,1,1,1,False,False
Q9Y6N3,1,1,1,False,False
Q14CN2,1,1,1,False,False
P92941,1,1,1,False,False
P37019,1,1,1,True,True
P09496,1,1,1,False,False
P08081,1,1,1,False,False
Q9WU61,1,1,1,False,False
P92943,1,1,0,False,False
Q1ZXJ0,1,0,0,False,False
Q9UBD9,1,1,1,False,False
Q9QZM3,1,1,1,False,False
P51800,1,1,1,True,True
Q9WUB7,1,1,0,False,False
Q06393,1,1,1,False,False
P51801,1,1,1,False,False
P51802,1,0,1,False,False
P35523,1,1,1,True,True
Q64347,1,1,0,False,False
P35524,1,0,1,False,False
P51788,1,1,1,False,False
Q9R0A1,1,0,1,False,False
P35525,1,1,1,False,False
P51790,1,1,1,False,False
P51791,1,1,1,False,False
P51792,1,1,1,False,False
P51793,1,1,1,False,False
P51795,1,1,1,True,True
Q9WVD4,1,1,0,False,False
P51796,1,1,1,False,False
P51797,1,1,1,False,False
P51798,1,1,1,False,False
P51799,1,1,0,False,False
Q8MN58,1,1,0,False,False
Q9VWA1,1,1,0,False,False
P78369,1,0,0,False,False
Q60771,1,1,0,False,False
O95500,1,1,0,False,False
Q9Y5I7,1,0,1,False,False
Q91Y55,1,0,0,False,False
P56857,1,0,0,False,False
Q9ET38,1,1,1,True,True
O95832,1,1,0,False,False
O88551,1,1,1,False,False
P56745,1,1,0,False,False
P53264,1,1,1,False,False
O88552,1,1,1,True,True
O15551,1,1,1,False,False
Q9Z0G9,1,1,1,True,True
Q63400,1,1,0,False,False
O14493,1,1,1,True,True
O00501,1,1,0,False,False
O54942,1,1,0,False,False
Q9JKD6,1,1,1,False,False
Q9Z262,1,1,0,False,False
Q6DHP1,1,0,0,False,False
Q9Z1L1,1,1,1,False,False
Q9Z0S7,1,1,1,False,False
E2IHE0,1,0,1,False,False
G3CCC0,1,0,1,False,False
Q8W261,1,0,1,False,False
Q3E9I4,1,0,1,False,False
O49519,1,1,1,False,False
Q9LXU0,1,0,1,False,False
Q84W98,1,1,1,True,True
Q6IWB2,1,0,1,False,False
Q941C5,1,1,1,True,True
Q8S8N0,1,0,0,False,False
Q2V4E2,1,0,0,False,False
Q12309,1,1,1,True,False
Q9DAR1,1,1,1,False,False
Q53653,1,0,0,True,True
P93831,1,1,1,False,False
P35190,1,1,1,False,False
O14967,1,1,1,False,False
P52194,1,1,1,False,False
P9WMH7,1,0,1,False,False
O22527,1,1,1,False,False
Q9M7I7,1,0,1,False,False
Q18593,1,1,1,False,False
O00299,1,1,1,True,True
Q9Z1Q5,1,1,0,False,False
Q6MG61,1,1,1,False,False
O15247,1,1,1,True,True
O95833,1,1,1,True,True
Q9Y696,1,1,1,True,True
Q9QYB1,1,1,0,False,False
Q9Z0W7,1,1,1,False,False
P35526,1,1,1,False,False
Q9NZA1,1,1,0,False,False
Q8BXK9,1,1,0,False,False
Q96DZ5,1,1,1,True,True
B9EHT4,1,1,0,True,True
P49759,1,0,1,True,True
P22518,1,1,1,False,False
Q95YE9,1,1,0,False,False
P49760,1,1,1,True,True
O35491,1,1,1,False,False
P49761,1,1,1,True,True
O35492,1,1,1,False,False
Q9HAZ1,1,0,0,True,True
O35493,1,1,1,False,False
Q8TDQ1,1,1,0,True,True
Q6SJQ7,1,0,0,True,True
Q496F6,1,1,0,False,False
Q6SJQ5,1,1,0,False,False
Q6UXZ3,1,1,0,False,False
Q8VCH2,1,1,0,False,False
Q08708,1,1,1,False,False
A8K4G0,1,1,0,False,False
Q3U497,1,0,0,False,False
Q9UGN4,1,1,1,True,True
Q6SJQ0,1,1,0,False,False
Q6UXG3,1,1,0,False,False
Q1ERP8,1,1,1,False,False
P0CP18,1,0,0,False,False
Q9H6B4,1,1,0,False,False
Q7TSN2,1,1,0,False,False
Q54F25,1,1,0,False,False
Q13286,1,1,1,False,False
Q61124,1,1,1,False,False
O75503,1,1,1,False,False
Q3UMW8,1,1,0,False,False
Q9NWW5,1,1,1,False,False
Q9UBY8,1,1,0,False,False
Q9QUK3,1,1,0,False,False
Q7Z7G1,1,0,0,False,False
Q9QZE2,1,0,0,False,False
Q8QGQ6,1,0,1,False,False
O15516,1,1,1,True,True
O08785,1,1,1,True,True
Q9WVS9,1,1,0,False,False
Q8GHB2,1,0,1,True,True
P84913,1,1,0,False,False
Q9LNC5,1,1,0,False,False
P34531,1,1,1,False,False
Q9SR06,1,1,0,False,False
P52874,1,0,1,True,True
Q59ST8,1,0,0,False,False
Q7K284,1,0,0,False,False
Q92989,1,1,1,False,False
Q99LI9,1,0,0,False,False
Q08685,1,1,0,True,True
P0ABH9,1,1,1,True,True
P42730,1,1,0,False,False
Q6F2Y7,1,0,0,False,False
Q9LF37,1,1,0,False,False
P63284,1,1,1,True,True
Q9H078,1,0,0,False,False
P9WPD1,1,1,0,False,False
Q9FI56,1,1,1,True,True
P9WPC9,1,1,1,True,True
Q9SXJ7,1,1,1,False,False
Q2G0P5,1,0,0,True,True
Q6H795,1,0,0,False,False
P42762,1,1,1,False,False
Q27539,1,1,0,False,False
Q9I2U1,1,0,0,False,False
P9WPC3,1,1,0,True,True
Q94B60,1,1,0,True,True
P0A6G7,1,1,1,True,True
Q16740,1,1,1,True,True
Q9ZAB0,1,0,0,False,False
Q8DST7,1,0,0,False,False
Q9XJ36,1,1,0,True,True
Q8LB10,1,1,0,True,True
P0A8Q6,1,0,1,True,True
Q9I0L7,1,0,0,False,False
Q8GED7,1,0,1,True,True
O96005,1,1,0,False,False
Q8VBZ3,1,1,0,False,False
P50866,1,0,0,False,False
P0A6H1,1,1,1,True,True
O76031,1,1,1,False,False
P9WPB9,1,1,0,False,False
P38323,1,1,1,False,False
Q4UZF6,1,0,1,False,False
P22260,1,0,1,True,True
O13881,1,1,0,True,True
P56523,1,1,1,True,True
O60016,1,1,1,True,True
O59702,1,1,1,False,False
P58418,1,1,0,False,False
Q8K445,1,1,0,False,False
P71040,1,0,1,False,False
P0A6H8,1,1,1,False,False
P45865,1,0,1,False,False
P0AA84,1,1,1,False,False
P75919,1,0,1,False,False
A1L4X0,1,1,0,False,False
Q8RWL5,1,1,0,False,False
Q9Y271,1,1,1,False,False
Q99JA4,1,1,1,False,False
Q924T8,1,0,1,False,False
Q924T9,1,0,0,False,False
Q6I6D4,1,1,0,False,False
Q7ZVC2,1,0,0,False,False
Q8R3P7,1,1,0,False,False
P10909,1,1,1,False,False
Q06890,1,0,0,False,False
P05371,1,1,1,False,False
Q9SYQ8,1,1,1,False,False
O80809,1,0,1,False,False
Q9XF04,1,1,1,False,False
A6JFQ6,1,1,0,False,False
A6JUQ6,1,1,0,False,False
P42738,1,1,1,True,True
Q9S7H4,1,0,1,False,False
Q2I2Q5,1,1,0,False,False
Q9C544,1,1,1,False,False
P23946,1,1,1,True,True
P50339,1,1,1,False,False
Q6TNA5,1,0,1,False,False
Q9Y471,1,1,0,False,False
Q61419,1,1,1,False,False
P9WPB7,1,1,1,True,True
P9WPB5,1,1,1,True,True
P9WPB3,1,0,1,True,True
Q10241,1,1,1,False,False
Q96DG6,1,1,1,False,False
O75746,1,1,1,True,True
D6W196,1,0,1,False,False
Q9UJS0,1,1,1,True,True
Q9QXX4,1,1,1,False,False
P56277,1,1,0,True,True
Q9VA73,1,1,0,False,False
P34090,1,1,0,False,False
P05059,1,1,0,True,True
P10645,1,1,0,True,True
P26339,1,0,0,True,True
P10354,1,1,0,False,False
Q9TXJ0,1,1,1,False,False
Q7Z624,1,1,1,True,True
Q3U2J5,1,0,1,False,False
P30187,1,1,1,False,False
P25071,1,1,1,False,False
Q8VZ50,1,1,0,False,False
Q9M8U1,1,1,0,False,False
Q99788,1,1,1,False,False
P97468,1,0,0,False,False
Q9C8Y1,1,0,0,False,False
P25070,1,1,1,True,True
Q9FYK2,1,1,0,False,False
Q9SU00,1,1,0,False,False
Q9SS31,1,1,0,False,False
Q9FIH9,1,1,1,False,False
Q9SRE6,1,1,1,False,False
Q9SVG9,1,0,1,False,False
Q9FI19,1,0,0,False,False
Q9ZR02,1,1,0,False,False
O23320,1,0,0,False,False
Q9S744,1,1,0,False,False
Q9JIY8,1,1,1,False,False
Q9QXS8,1,0,0,False,False
Q9I8W5,1,1,0,False,False
P84713,1,1,1,False,False
P76290,1,1,0,True,True
P76291,1,0,1,True,True
Q5EBM0,1,1,1,False,False
Q3U5Q7,1,0,0,False,False
Q12510,1,1,1,False,False
P9WMH5,1,0,1,False,False
O49139,1,0,0,False,False
Q54JH6,1,1,1,False,False
Q94F88,1,0,1,False,False
O23463,1,0,0,False,False
Q8N1G2,1,1,1,True,True
Q9UAS6,1,1,0,False,False
Q8IYT2,1,1,1,False,False
P9WMI9,1,0,1,True,True
G7IBJ4,1,1,1,False,False
G7JND3,1,1,1,False,False
Q9Y224,1,1,1,False,False
P09543,1,1,1,True,True
P16330,1,1,1,True,True
P13233,1,1,1,True,True
Q9D5U8,1,1,1,False,False
O81445,1,1,1,False,False
Q8LAS7,1,1,0,True,True
Q8LEM7,1,1,0,False,False
O81223,1,1,0,True,True
Q7FZF1,1,0,0,False,False
Q9FUQ7,1,1,0,False,False
Q9LTB8,1,1,0,False,False
Q7FRS8,1,1,1,False,False
Q9NSA3,1,1,1,True,True
Q9JJN6,1,0,1,False,False
P62633,1,0,1,False,False
P53996,1,1,0,False,False
Q13956,1,0,1,False,False
P61249,1,0,0,False,False
Q15003,1,1,0,False,False
Q9Y7R3,1,1,0,True,True
P38170,1,1,1,True,True
Q10429,1,1,0,True,True
Q9LUR0,1,1,0,False,False
Q8BSP2,1,0,0,False,False
Q96KN2,1,1,1,True,True
Q8BUG2,1,1,1,False,False
Q96KP4,1,1,1,True,True
Q9D1A2,1,0,1,True,True
Q20432,1,0,0,False,False
Q9VRG7,1,0,0,False,False
O95476,1,1,1,False,False
Q3TP92,1,1,0,False,False
Q5U3T3,1,0,0,False,False
Q9SKD6,1,0,0,False,False
Q8GWD2,1,1,1,False,False
Q9LEQ3,1,1,1,False,False
Q9LD37,1,0,0,False,False
Q00194,1,1,1,True,True
P29973,1,1,0,False,False
Q62927,1,1,1,False,False
Q62398,1,0,1,False,False
Q00195,1,1,1,True,True
Q16281,1,1,1,True,True
Q9JJZ8,1,1,1,False,False
Q3UW12,1,0,1,False,False
Q64359,1,1,1,False,False
Q24278,1,1,1,False,False
Q9NQW8,1,1,1,False,False
Q9JJZ9,1,1,1,False,False
O65718,1,0,1,False,False
Q94AS9,1,1,1,False,False
O82226,1,1,1,True,True
Q9FXH6,1,0,0,False,False
Q03611,1,1,1,True,True
Q22361,1,1,1,False,False
Q93WX6,1,1,1,True,True
O95406,1,1,0,False,False
Q401C0,1,0,0,False,False
Q6PI25,1,1,0,False,False
O35089,1,1,0,False,False
Q5BJU5,1,1,0,False,False
Q8TBE1,1,1,0,False,False
D0Q0Y7,1,1,1,False,False
Q9P003,1,1,1,False,False
P49858,1,1,0,False,False
Q969H4,1,1,1,True,True
Q8BMA3,1,0,0,False,False
P53865,1,1,1,True,True
Q7XB08,1,0,1,False,False
P51911,1,1,0,True,True
P43618,1,1,1,True,True
Q99439,1,1,1,True,True
Q08093,1,0,0,False,False
Q15417,1,1,1,False,False
P37397,1,1,1,False,False
A3QM97,1,0,0,False,False
Q9H8M5,1,1,0,True,True
Q3TWN3,1,1,1,True,True
A0A131MCZ8,1,0,0,False,False
Q69ZF7,1,1,1,False,False
Q9V3G6,1,1,0,False,False
Q9H9A5,1,1,0,False,False
Q9UKZ1,1,1,0,False,False
Q96LI5,1,1,1,True,True
Q8VEG6,1,1,1,False,False
Q9NZN8,1,1,1,True,True
Q8C5L3,1,0,0,False,False
O75175,1,1,0,True,True
Q8K0V4,1,1,0,False,False
O95628,1,1,1,True,True
Q9ULM6,1,1,1,False,False
Q9UIV1,1,1,1,True,True
Q60809,1,1,1,False,False
Q9UFF9,1,1,1,False,False
Q2L6L1,1,1,0,False,False
Q9QXT0,1,0,0,False,False
Q9BT09,1,1,0,False,False
P41830,1,1,1,False,False
P21554,1,1,1,True,True
B6TZ45,1,0,0,False,False
P47746,1,1,0,False,False
P20272,1,1,1,False,False
P56971,1,1,1,False,False
P34972,1,1,1,True,True
B6TYV8,1,0,0,False,False
P47936,1,0,0,False,False
Q9QZN9,1,1,1,False,False
P04972,1,1,0,True,True
P18545,1,1,1,True,True
P09174,1,1,0,False,False
Q54JL7,1,1,1,False,False
P33313,1,1,1,False,False
Q6PJW8,1,1,1,False,False
Q9D995,1,0,0,False,False
P26992,1,1,1,True,True
O88507,1,0,1,False,False
P26441,1,1,1,True,True
P51642,1,1,0,False,False
P20294,1,1,1,False,False
Q8N137,1,1,1,False,False
P64467,1,0,0,True,True
Q39054,1,1,1,True,True
Q9UTM2,1,1,0,False,False
P06681,1,1,1,True,True
P08650,1,1,1,False,False
P13671,1,1,0,True,True
Q811M5,1,1,0,False,False
P10643,1,1,0,True,True
P27658,1,1,0,False,False
Q00780,1,0,0,True,True
P25067,1,1,0,False,False
P25318,1,0,0,False,False
P07357,1,1,0,True,True
P07358,1,1,0,True,True
P55314,1,1,1,False,False
P07360,1,1,0,True,True
P20849,1,1,1,True,True
Q05722,1,0,0,False,False
P20850,1,0,0,False,False
Q14055,1,1,1,True,True
Q14050,1,1,1,True,True
P02748,1,1,0,True,True
Q62930,1,0,0,False,False
Q9GZY4,1,1,0,False,False
P40452,1,1,0,False,False
Q3E823,1,1,0,False,False
P0DKM0,1,1,0,False,False
Q9Y2R0,1,1,0,False,False
Q3E7B2,1,1,0,False,False
Q05809,1,1,0,False,False
Q5JTJ3,1,1,1,False,False
Q3E846,1,1,0,False,False
Q03692,1,1,0,True,True
P34121,1,1,1,False,False
P0A6I3,1,0,1,True,True
P9WPA7,1,1,1,True,True
P0ABQ0,1,1,1,True,True
P9WNZ1,1,1,1,False,False
Q96CD2,1,1,1,True,True
Q9ZPV8,1,1,1,False,False
P0A6I6,1,0,1,True,True
P9WPA5,1,0,1,True,True
P53332,1,1,0,False,False
Q9ZQH0,1,1,1,False,False
P0A6I9,1,0,1,True,True
P9WPA3,1,1,1,False,False
Q13057,1,1,1,False,False
Q9DBL7,1,0,1,True,True
Q8L8Q7,1,1,0,False,False
Q9LFW3,1,1,0,False,False
Q9FME5,1,0,0,False,False
Q9FJ13,1,1,0,False,False
Q94KT8,1,1,0,False,False
P36561,1,1,0,False,False
P36562,1,0,0,False,False
P0AE76,1,0,0,False,False
Q58517,1,0,1,True,True
O43405,1,1,1,True,True
Q62507,1,1,0,False,False
Q5TAT6,1,1,1,False,False
Q9R1N9,1,1,0,False,False
P25524,1,1,1,True,True
P39779,1,0,0,True,True
Q07802,1,1,1,True,True
O08792,1,0,1,False,False
O08791,1,0,1,False,False
Q8K4J2,1,0,1,False,False
P45695,1,1,1,False,False
P45593,1,1,1,False,False
P23528,1,1,1,True,True
P18760,1,1,1,False,False
P45592,1,1,1,False,False
Q966T6,1,1,0,False,False
Q9Y281,1,1,0,False,False
P45591,1,0,1,False,False
P0DJ26,1,1,1,False,False
P0DJ27,1,0,0,False,False
Q58297,1,0,1,False,False
P9WP81,1,0,0,False,False
Q03048,1,1,1,True,True
P46891,1,0,1,False,False
Q8WTW3,1,1,0,False,False
P53079,1,1,1,False,False
Q21444,1,0,0,False,False
Q9VF78,1,0,0,False,False
Q14746,1,1,1,False,False
P53271,1,1,0,True,True
Q961G1,1,0,0,False,False
Q96JB2,1,1,1,False,False
P40094,1,1,1,False,False
Q95XZ0,1,0,0,False,False
Q9H9E3,1,1,0,True,True
Q06096,1,1,0,False,False
Q9VJD3,1,1,0,False,False
Q9UP83,1,1,0,False,False
P53951,1,1,0,False,False
Q21270,1,0,0,False,False
Q9V564,1,1,0,False,False
Q9Y2V7,1,1,0,False,False
P53959,1,1,0,False,False
Q9VAD6,1,1,0,False,False
P83436,1,1,0,False,False
P53195,1,1,0,False,False
O44502,1,0,0,False,False
Q96MW5,1,1,0,False,False
Q04632,1,1,0,False,False
Q6Y9P5,1,0,0,False,False
Q60EH4,1,0,0,False,False
O04197,1,0,0,True,True
Q8RWK8,1,0,1,False,False
A1Z7A8,1,1,0,False,False
Q9Y6Z7,1,1,1,False,False
Q5U3G1,1,0,0,False,False
Q9BWP8,1,1,1,True,True
Q9LJ44,1,0,0,False,False
A5PMY6,1,0,0,False,False
Q5KU26,1,1,1,True,True
Q8K4Q8,1,0,0,True,True
O82256,1,0,1,False,False
O22800,1,0,0,False,False
Q9C7E8,1,0,0,False,False
Q8RWD0,1,1,0,False,False
O50055,1,0,0,False,False
Q96502,1,0,0,False,False
Q9SK53,1,1,1,False,False
Q9FHH8,1,0,0,False,False
Q8LG76,1,0,0,False,False
Q9C9A9,1,1,0,False,False
Q9SSE5,1,1,0,False,False
Q7X7S8,1,1,1,False,False
P01189,1,1,1,True,True
P01193,1,1,1,False,False
P01192,1,0,1,False,False
P56721,1,0,0,False,False
Q9Y215,1,1,0,True,True
O35348,1,1,0,False,False
Q9VQG4,1,0,0,False,False
P86168,1,1,0,False,False
Q9C9F4,1,0,0,False,False
P04118,1,1,0,False,False
P17084,1,0,1,False,False
Q99708,1,1,1,True,True
Q80YR6,1,0,0,False,False
B1WC58,1,0,0,False,False
O74986,1,0,0,True,True
P46946,1,1,1,False,False
Q8N668,1,1,1,True,True
Q8K4M5,1,0,0,False,False
Q9ERR2,1,0,0,False,False
Q7Z4G1,1,0,1,False,False
Q86VX2,1,1,1,False,False
P58415,1,0,1,False,False
P58416,1,0,1,False,False
Q6LWM0,1,0,0,False,False
Q03380,1,1,1,False,False
Q24139,1,1,1,True,True
O48448,1,1,0,True,True
Q6QGE0,1,1,0,False,False
P49747,1,1,1,True,True
Q9R0G6,1,0,1,True,True
P35444,1,1,1,True,True
P75952,1,0,1,False,False
P21964,1,1,1,True,True
O88587,1,1,1,True,True
P22734,1,1,1,True,True
Q8K4G2,1,1,0,False,False
Q810Y4,1,1,1,False,False
P14894,1,0,1,True,True
Q01819,1,1,0,False,False
Q39057,1,1,0,False,False
P31897,1,1,1,False,False
P31894,1,0,1,False,False
Q9LJD7,1,1,0,False,False
P43254,1,1,1,True,True
Q9BXS0,1,1,1,False,False
Q99MQ5,1,0,0,False,False
Q59467,1,0,0,False,False
Q59385,1,1,1,False,False
P35605,1,1,0,False,False
Q20168,1,0,0,False,False
O62621,1,1,0,False,False
P35606,1,1,0,False,False
O55029,1,1,0,True,True
P41811,1,1,1,True,True
Q66HV4,1,0,0,False,False
P45437,1,1,0,False,False
P23514,1,1,0,False,False
P41810,1,1,0,False,False
Q949P2,1,1,0,True,True
P53619,1,1,0,True,True
P48444,1,1,1,False,False
Q5XJY5,1,1,0,True,True
P43621,1,1,0,True,True
Q28104,1,1,0,True,True
P40509,1,1,1,True,True
P53620,1,1,0,True,True
Q9Y678,1,1,0,True,True
Q4AEF8,1,1,0,False,False
Q9UBF2,1,1,0,False,False
Q8I0G5,1,1,0,False,False
P32074,1,1,0,False,False
Q9NQ92,1,1,1,False,False
Q9CQ13,1,0,0,False,False
Q39065,1,0,1,False,False
O15431,1,1,1,True,True
Q8K211,1,1,1,False,False
Q94EE4,1,1,1,False,False
Q9JK41,1,1,1,False,False
O15432,1,1,1,False,False
Q9CPU9,1,1,0,False,False
Q60EN8,1,1,1,False,False
Q93VM8,1,1,0,False,False
P35604,1,1,0,True,True
P61923,1,1,0,True,True
P61924,1,0,0,True,True
Q9P299,1,1,0,False,False
O17901,1,0,0,False,False
P53600,1,1,0,False,False
Q9USM9,1,1,1,False,False
Q08058,1,1,1,False,False
Q05892,1,1,0,False,False
P18900,1,1,1,False,False
Q8I7J4,1,0,0,False,False
Q9VHS7,1,0,0,False,False
Q96H96,1,1,1,False,False
Q10252,1,1,1,False,False
P32378,1,1,1,False,False
O49354,1,1,1,False,False
Q9NZJ6,1,1,1,False,False
Q63159,1,1,1,False,False
P27680,1,1,1,False,False
P91428,1,0,0,False,False
O13525,1,1,0,False,False
P34666,1,0,0,False,False
P49017,1,1,1,True,True
O01884,1,0,0,False,False
P53318,1,1,1,False,False
P48376,1,1,1,False,False
Q99807,1,1,1,False,False
P97478,1,1,0,False,False
Q9I5R6,1,0,1,False,False
Q63619,1,0,0,False,False
O74826,1,1,1,False,False
P41735,1,1,1,False,False
Q8NI60,1,1,1,True,True
A3QJU3,1,0,0,False,False
Q96D53,1,0,0,False,False
Q18486,1,0,0,False,False
P27697,1,1,1,False,False
Q8K1Z0,1,1,0,False,False
Q05779,1,1,0,False,False
Q96A83,1,1,0,True,True
Q91VF6,1,1,0,False,False
Q9SQ70,1,1,1,False,False
Q9SQ69,1,1,1,False,False
Q9SQ68,1,1,1,False,False
Q9SQ67,1,1,1,False,False
P31146,1,1,1,False,False
O89053,1,1,1,True,True
Q9BR76,1,1,1,False,False
O89046,1,1,1,False,False
Q9ULV4,1,1,1,False,False
Q9WUM4,1,1,1,False,False
Q92828,1,1,0,False,False
P31168,1,1,0,False,False
P0ABI4,1,0,1,True,True
Q9WZ31,1,1,1,True,True
Q9SUR6,1,1,1,False,False
P57737,1,1,1,False,False
P27133,1,1,1,False,False
Q55E54,1,1,1,False,False
Q06440,1,1,1,False,False
P41046,1,1,1,False,False
Q960N3,1,1,1,False,False
O00230,1,1,1,False,False
Q62949,1,0,1,False,False
Q26377,1,1,1,False,False
P11496,1,1,1,False,False
P52924,1,0,0,False,False
P0CX13,1,1,0,False,False
P47187,1,1,0,False,False
Q558Y7,1,1,0,False,False
P85871,1,1,0,False,False
P10589,1,1,1,True,True
Q60632,1,1,1,False,False
P32798,1,1,1,False,False
P24468,1,1,1,True,True
P43135,1,1,1,False,False
